Participant No,Gender,TrialNo,TrialID,AngluarArror
 634,1,19,dsp1_03,85.71604501
 634,1,20,dsp1_17,47.25469788
 635,0,1,dsp1_24,44.3528704
 635,0,2,dsp1_17,0.645302119
 635,0,3,dsp1_14,14.56978881
 635,0,4,dsp1_22,51.95204312
 635,0,5,dsp1_23,106.8676375
 635,0,6,dsp1_10,72.265791
 635,0,7,dsp1_03,5.183954988
 635,0,8,dsp1_21,74.27949662
 635,0,9,dsp1_08,31.20607933
 635,0,10,dsp1_18,55.45469788
 635,0,11,dsp1_05,2.988556845
 635,0,12,dsp1_09,66.21897579
 635,0,13,dsp1_02,22
 635,0,14,dsp1_16,40.90198481
 635,0,15,dsp1_06,40.87515838
 635,0,16,dsp1_04,4.35971217
 635,0,17,dsp1_11,62.65313695
 635,0,18,dsp1_13,4.821458496
 635,0,19,dsp1_07,38.52278151
 635,0,20,dsp1_19,8.996030392
 636,1,1,dsp1_14,5.369788809
 636,1,2,dsp1_05,0.911443155
 636,1,3,dsp1_06,7.824841617
 636,1,4,dsp1_08,35.29394067
 636,1,5,dsp1_18,60.15459788
 636,1,6,dsp1_03,46.21604501
 636,1,7,dsp1_11,87.64686305
 636,1,8,dsp1_04,48.34018783
 636,1,9,dsp1_24,89.5472296
 636,1,10,dsp1_09,45.21897579
 636,1,11,dsp1_07,40.02275151
 636,1,12,dsp1_21,113.2793966
 636,1,13,dsp1_02,83.4
 636,1,14,dsp1_13,70.9214585
 636,1,15,dsp1_22,158.3521431
 636,1,16,dsp1_17,13.54530212
 636,1,17,dsp1_16,34.20194481
 636,1,18,dsp1_10,159.065791
 636,1,19,dsp1_19,10.89607039
 636,1,20,dsp1_23,100.3676375
 637,0,1,dsp1_24,5.752770397
 637,0,2,dsp1_05,1.811443155
 637,0,3,dsp1_07,49.82276151
 637,0,4,dsp1_18,2.754697881
 637,0,5,dsp1_04,3.35981217
 637,0,6,dsp1_19,86.40394961
 637,0,7,dsp1_06,11.77515838
 637,0,8,dsp1_16,0.09802519
 637,0,9,dsp1_08,28.59394067
 637,0,10,dsp1_22,24.04795688
 637,0,11,dsp1_14,17.33021119
 637,0,12,dsp1_13,54.5214585
 637,0,13,dsp1_09,27.51897579
 637,0,14,dsp1_03,8.516045012
 637,0,15,dsp1_23,4.132462509
 637,0,16,dsp1_17,2.054697881
 637,0,17,dsp1_10,55.465791
 637,0,18,dsp1_11,121.8531369
 637,0,19,dsp1_21,87.12060338
 637,0,20,dsp1_02,7.5
 638,1,1,dsp1_16,42.90194481
 638,1,2,dsp1_11,73.55313695
 638,1,3,dsp1_21,29.67939662
 638,1,4,dsp1_14,33.66978881
 638,1,5,dsp1_23,33.06763749
 638,1,6,dsp1_22,129.8479569
 638,1,7,dsp1_07,63.62280151
 638,1,8,dsp1_06,12.67515838
 638,1,9,dsp1_10,39.865801
 638,1,10,dsp1_03,29.01604501
 638,1,11,dsp1_09,75.18102421
 638,1,12,dsp1_24,55.9527704
 638,1,13,dsp1_02,28.2
 638,1,14,dsp1_04,43.24008783
 638,1,15,dsp1_05,6.288556845
 638,1,16,dsp1_13,75.3214585
 638,1,17,dsp1_17,78.15466788
 638,1,18,dsp1_08,47.29393067
 638,1,19,dsp1_19,23.40395961
 638,1,20,dsp1_18,25.14530212
 639,1,1,dsp1_10,80.534209
 639,1,2,dsp1_17,35.95469788
 639,1,3,dsp1_18,10.94531212
 639,1,4,dsp1_14,29.23021119
 639,1,5,dsp1_08,27.79391067
 639,1,6,dsp1_02,17.1
 639,1,7,dsp1_24,82.2472296
 639,1,8,dsp1_21,0.779396622
 639,1,9,dsp1_04,29.95981217
 639,1,10,dsp1_06,82.37505838
 639,1,11,dsp1_13,45.6215585
 639,1,12,dsp1_23,96.43236251
 639,1,13,dsp1_03,37.81604501
 639,1,14,dsp1_09,56.98102421
 639,1,15,dsp1_11,61.84686305
 639,1,16,dsp1_19,154.6960504
 639,1,17,dsp1_07,78.82278151
 639,1,18,dsp1_05,7.011443155
 639,1,19,dsp1_22,157.6520431
 639,1,20,dsp1_16,40.19802519
 640,1,1,dsp1_04,48.55991217
 640,1,2,dsp1_17,50.75479788
 640,1,3,dsp1_16,79.00199481
 640,1,4,dsp1_13,37.9214585
 640,1,5,dsp1_03,46.21604501
 640,1,6,dsp1_24,38.7472296
 640,1,7,dsp1_05,5.511443155
 640,1,8,dsp1_11,87.15313695
 640,1,9,dsp1_18,77.65469788
 640,1,10,dsp1_08,64.79392067
 640,1,11,dsp1_09,67.71897579
 640,1,12,dsp1_22,124.1480569
 640,1,13,dsp1_06,16.17515838
 640,1,14,dsp1_02,47.3
 640,1,15,dsp1_14,25.63021119
 640,1,16,dsp1_07,72.92278151
 640,1,17,dsp1_21,82.17949662
 640,1,18,dsp1_10,84.165791
 640,1,19,dsp1_19,9.403949608
 640,1,20,dsp1_23,25.86763749
 641,0,1,dsp1_21,104.1206034
 641,0,2,dsp1_09,52.58112421
 641,0,3,dsp1_11,36.25321695
 641,0,4,dsp1_13,25.6214585
 641,0,5,dsp1_05,8.611443155
 641,0,6,dsp1_06,4.024841617
 641,0,7,dsp1_16,33.19802519
 641,0,8,dsp1_07,12.32287151
 641,0,9,dsp1_14,9.730211191
 641,0,10,dsp1_03,8.116145012
 641,0,11,dsp1_10,92.465791
 641,0,12,dsp1_24,1.552770397
 641,0,13,dsp1_17,6.545202119
 641,0,14,dsp1_08,4.29392067
 641,0,15,dsp1_18,22.74534212
 641,0,16,dsp1_23,15.86763749
 641,0,17,dsp1_02,33.1
 641,0,18,dsp1_04,3.75971217
 641,0,19,dsp1_22,79.04795688
 641,0,20,dsp1_19,1.895970392
 642,1,1,dsp1_24,48.7472296
 642,1,2,dsp1_06,0.124841617
 642,1,3,dsp1_07,17.72287151
 642,1,4,dsp1_13,111.9214585
 642,1,5,dsp1_21,153.5205034
 642,1,6,dsp1_14,23.76978881
 642,1,7,dsp1_16,46.10200481
 642,1,8,dsp1_11,20.25316695
 642,1,9,dsp1_18,35.45469788
 642,1,10,dsp1_22,53.05194312
 642,1,11,dsp1_03,4.216145012
 642,1,12,dsp1_08,9.49392067
 642,1,13,dsp1_23,74.16763749
 642,1,14,dsp1_04,42.95981217
 642,1,15,dsp1_19,68.59605039
 642,1,16,dsp1_05,5.888456845
 642,1,17,dsp1_10,14.065791
 642,1,18,dsp1_09,6.181024207
 642,1,19,dsp1_02,4.1
 642,1,20,dsp1_17,8.154697881
 643,1,1,dsp1_23,171.6676375
 643,1,2,dsp1_07,85.52278151
 643,1,3,dsp1_09,15.58102421
 643,1,4,dsp1_22,91.14795688
 643,1,5,dsp1_05,19.18855685
 643,1,6,dsp1_10,5.065790997
 643,1,7,dsp1_21,5.520603378
 643,1,8,dsp1_04,56.34018783
 643,1,9,dsp1_14,5.230211191
 643,1,10,dsp1_19,34.19605039
 643,1,11,dsp1_16,39.00195481
 643,1,12,dsp1_11,74.35313695
 643,1,13,dsp1_18,63.45469788
 643,1,14,dsp1_03,43.71594501
 643,1,15,dsp1_08,37.59394067
 643,1,16,dsp1_24,142.2527704
 643,1,17,dsp1_13,77.8214585
 643,1,18,dsp1_06,9.275258383
 643,1,19,dsp1_17,41.15469788
 643,1,20,dsp1_02,13.3
 645,0,1,dsp1_07,61.42280151
 645,0,2,dsp1_08,64.19395067
 645,0,3,dsp1_18,30.15469788
 645,0,4,dsp1_24,42.1473296
 645,0,5,dsp1_03,34.21594501
 645,0,6,dsp1_05,7.588556845
 645,0,7,dsp1_02,2.1
 645,0,8,dsp1_04,3.95981217
 645,0,9,dsp1_23,67.76763749
 645,0,10,dsp1_22,101.7479569
 645,0,11,dsp1_17,28.94530212
 645,0,12,dsp1_13,47.7214585
 645,0,13,dsp1_21,172.5206034
 645,0,14,dsp1_19,16.40396961
 645,0,15,dsp1_16,32.00197481
 645,0,16,dsp1_14,0.369788809
 645,0,17,dsp1_09,81.11897579
 645,0,18,dsp1_10,132.265791
 645,0,19,dsp1_06,12.27515838
 645,0,20,dsp1_11,64.34686305
 646,0,1,dsp1_03,11.48395499
 646,0,2,dsp1_16,21.69802519
 646,0,3,dsp1_10,18.865791
 646,0,4,dsp1_04,14.95981217
 646,0,5,dsp1_11,32.14685305
 646,0,6,dsp1_09,9.581024207
 646,0,7,dsp1_17,17.54530212
 646,0,8,dsp1_18,17.24526212
 646,0,9,dsp1_14,10.33021119
 646,0,10,dsp1_23,15.63236251
 646,0,11,dsp1_24,29.6527704
 646,0,12,dsp1_05,7.111443155
 646,0,13,dsp1_08,24.19395067
 646,0,14,dsp1_13,47.9214585
 646,0,15,dsp1_06,3.024841617
 646,0,16,dsp1_22,64.24795688
 646,0,17,dsp1_19,37.59605039
 646,0,18,dsp1_07,50.72277151
 646,0,19,dsp1_21,73.22060338
 646,0,20,dsp1_02,24.6
 647,1,1,dsp1_16,27.49802519
 647,1,2,dsp1_24,52.0473296
 647,1,3,dsp1_02,4.6
 647,1,4,dsp1_06,21.67515838
 647,1,5,dsp1_23,23.43246251
 647,1,6,dsp1_05,2.888556845
 647,1,7,dsp1_09,81.91897579
 647,1,8,dsp1_03,2.816045012
 647,1,9,dsp1_17,11.05469788
 647,1,10,dsp1_04,19.25981217
 647,1,11,dsp1_22,47.25204312
 647,1,12,dsp1_21,113.4206034
 647,1,13,dsp1_13,74.6214585
 647,1,14,dsp1_19,47.89605039
 647,1,15,dsp1_18,31.04528212
 647,1,16,dsp1_08,44.59392067
 647,1,17,dsp1_11,106.0468631
 647,1,18,dsp1_10,147.265791
 647,1,19,dsp1_14,43.53021119
 647,1,20,dsp1_07,70.92277151
 648,1,1,dsp1_23,31.73246251
 648,1,2,dsp1_19,39.09605039
 648,1,3,dsp1_08,24.99394067
 648,1,4,dsp1_14,6.730211191
 648,1,5,dsp1_13,21.0785415
 648,1,6,dsp1_22,69.34795688
 648,1,7,dsp1_17,21.94530212
 648,1,8,dsp1_11,49.64686305
 648,1,9,dsp1_21,87.92060338
 648,1,10,dsp1_18,33.94526212
 648,1,11,dsp1_06,11.17515838
 648,1,12,dsp1_16,10.09802519
 648,1,13,dsp1_05,1.488556845
 648,1,14,dsp1_02,6.6
 648,1,15,dsp1_09,20.68112421
 648,1,16,dsp1_24,37.2527704
 648,1,17,dsp1_07,20.62277151
 648,1,18,dsp1_04,11.55981217
 648,1,19,dsp1_03,19.08395499
 648,1,20,dsp1_10,3.765790997
 649,1,1,dsp1_07,68.52281151
 649,1,2,dsp1_06,1.624841617
 649,1,3,dsp1_13,44.6214585
 649,1,4,dsp1_05,4.188556845
 649,1,5,dsp1_08,25.29394067
 649,1,6,dsp1_21,157.0206034
 649,1,7,dsp1_17,23.84530212
 649,1,8,dsp1_22,28.25204312
 649,1,9,dsp1_09,90.81897579
 649,1,10,dsp1_24,39.4472296
 649,1,11,dsp1_16,1.00197481
 649,1,12,dsp1_11,138.7531369
 649,1,13,dsp1_04,60.34028783
 649,1,14,dsp1_23,83.66763749
 649,1,15,dsp1_18,16.54531212
 649,1,16,dsp1_02,174.1
 649,1,17,dsp1_19,118.7039496
 649,1,18,dsp1_03,58.81604501
 649,1,19,dsp1_14,9.330211191
 649,1,20,dsp1_10,8.165790997
 650,1,1,dsp1_19,35.39605039
 650,1,2,dsp1_11,108.3531369
 650,1,3,dsp1_03,19.41614501
 650,1,4,dsp1_17,3.445302119
 650,1,5,dsp1_07,47.52278151
 650,1,6,dsp1_05,7.511443155
 650,1,7,dsp1_18,104.7546979
 650,1,8,dsp1_04,8.55981217
 650,1,9,dsp1_21,160.7793966
 650,1,10,dsp1_09,86.91897579
 650,1,11,dsp1_13,63.8214585
 650,1,12,dsp1_14,4.830211191
 650,1,13,dsp1_06,15.47515838
 650,1,14,dsp1_08,15.69392267
 650,1,15,dsp1_16,7.80195481
 650,1,16,dsp1_24,46.7472296
 650,1,17,dsp1_02,66.0999
 650,1,18,dsp1_23,107.6323625
 650,1,19,dsp1_22,151.4520431
 650,1,20,dsp1_10,89.665791
 651,1,1,dsp1_04,55.74018783
 651,1,2,dsp1_13,47.2784415
 651,1,3,dsp1_08,53.59393067
 651,1,4,dsp1_23,27.83236251
 651,1,5,dsp1_21,4.379396622
 651,1,6,dsp1_14,4.930211191
 651,1,7,dsp1_07,3.777228493
 651,1,8,dsp1_02,84.1
 651,1,9,dsp1_18,30.74525212
 651,1,10,dsp1_22,142.5480569
 651,1,11,dsp1_10,29.565691
 651,1,12,dsp1_11,2.953146946
 651,1,13,dsp1_19,75.00394961
 651,1,14,dsp1_05,17.11144315
 651,1,15,dsp1_03,38.51594501
 651,1,16,dsp1_17,6.554697881
 651,1,17,dsp1_06,14.77525838
 651,1,18,dsp1_16,50.99792519
 651,1,19,dsp1_09,80.28102421
 651,1,20,dsp1_24,33.4528704
 653,1,1,dsp1_08,48.79395067
 653,1,2,dsp1_23,132.2323625
 653,1,3,dsp1_16,43.00199481
 653,1,4,dsp1_06,15.47515838
 653,1,5,dsp1_10,146.165691
 653,1,6,dsp1_03,57.71594501
 653,1,7,dsp1_18,39.35469788
 653,1,8,dsp1_21,174.5793966
 653,1,9,dsp1_04,80.14018783
 653,1,10,dsp1_22,168.2520431
 653,1,11,dsp1_14,5.069788809
 653,1,12,dsp1_02,4.6
 653,1,13,dsp1_19,71.49605039
 653,1,14,dsp1_07,10.07722849
 653,1,15,dsp1_17,27.55469788
 653,1,16,dsp1_24,146.9527704
 653,1,17,dsp1_11,96.95313695
 653,1,18,dsp1_13,21.3214585
 653,1,19,dsp1_05,3.988556845
 653,1,20,dsp1_09,70.21897579
 656,1,1,dsp1_08,50.29400067
 656,1,2,dsp1_21,170.9206034
 656,1,3,dsp1_24,43.8473296
 656,1,4,dsp1_04,39.54008783
 656,1,5,dsp1_19,26.69605039
 656,1,6,dsp1_07,38.52276151
 656,1,7,dsp1_17,14.85469788
 656,1,8,dsp1_03,48.31604501
 656,1,9,dsp1_16,7.40195481
 656,1,10,dsp1_14,9.430211191
 656,1,11,dsp1_11,112.0530369
 656,1,12,dsp1_18,83.95469788
 656,1,13,dsp1_09,101.4189758
 656,1,14,dsp1_02,27.9
 656,1,15,dsp1_10,20.165791
 656,1,16,dsp1_23,15.23236251
 656,1,17,dsp1_22,92.24795688
 656,1,18,dsp1_05,11.98855685
 656,1,19,dsp1_06,6.275158383
 656,1,20,dsp1_13,27.9214585
 657,1,1,dsp1_23,71.46753749
 657,1,2,dsp1_18,20.55469788
 657,1,3,dsp1_17,13.64530212
 657,1,4,dsp1_24,45.7472296
 657,1,5,dsp1_13,88.8214585
 657,1,6,dsp1_09,10.88102421
 657,1,7,dsp1_21,162.0206034
 657,1,8,dsp1_08,13.19392067
 657,1,9,dsp1_02,40.0999
 657,1,10,dsp1_07,2.177228493
 657,1,11,dsp1_16,26.20198481
 657,1,12,dsp1_22,121.5480569
 657,1,13,dsp1_03,50.81604501
 657,1,14,dsp1_05,15.58855685
 657,1,15,dsp1_14,2.130311191
 657,1,16,dsp1_10,13.365791
 657,1,17,dsp1_04,71.44018783
 657,1,18,dsp1_11,17.05315695
 657,1,19,dsp1_06,23.47515838
 657,1,20,dsp1_19,120.1960504
 658,1,1,dsp1_23,123.8675375
 658,1,2,dsp1_09,66.18102421
 658,1,3,dsp1_13,83.3214585
 658,1,4,dsp1_07,56.62279151
 658,1,5,dsp1_14,29.56978881
 658,1,6,dsp1_19,12.10393961
 658,1,7,dsp1_11,33.44686305
 658,1,8,dsp1_03,19.98385499
 658,1,9,dsp1_10,82.265791
 658,1,10,dsp1_08,35.19392067
 658,1,11,dsp1_02,7.9
 658,1,12,dsp1_22,175.6479569
 658,1,13,dsp1_18,29.44528212
 658,1,14,dsp1_21,0.779396622
 658,1,15,dsp1_16,21.89802519
 658,1,16,dsp1_04,26.05981217
 658,1,17,dsp1_17,39.35469788
 658,1,18,dsp1_24,20.1472296
 658,1,19,dsp1_05,9.811443155
 658,1,20,dsp1_06,5.024841617
 660,0,1,dsp1_16,8.50199481
 660,0,2,dsp1_13,17.9214585
 660,0,3,dsp1_17,12.64530212
 660,0,4,dsp1_22,105.2479569
 660,0,5,dsp1_21,98.22060338
 660,0,6,dsp1_10,4.365790997
 660,0,7,dsp1_06,26.62484162
 660,0,8,dsp1_08,53.59393067
 660,0,9,dsp1_07,16.92277151
 660,0,10,dsp1_02,20.8
 660,0,11,dsp1_14,23.26978881
 660,0,12,dsp1_11,5.453146946
 660,0,13,dsp1_09,44.68102421
 660,0,14,dsp1_23,17.43236251
 660,0,15,dsp1_24,41.6527704
 660,0,16,dsp1_04,8.84028783
 660,0,17,dsp1_18,21.74525212
 660,0,18,dsp1_19,57.49605039
 660,0,19,dsp1_03,13.18395499
 662,1,1,dsp1_09,70.11897579
 662,1,2,dsp1_03,49.71604501
 662,1,3,dsp1_04,8.25981217
 662,1,4,dsp1_06,10.32484162
 662,1,5,dsp1_08,62.59394067
 662,1,6,dsp1_21,55.77939662
 662,1,7,dsp1_11,3.446833054
 662,1,8,dsp1_16,19.30197481
 662,1,9,dsp1_22,156.8479569
 662,1,10,dsp1_07,12.47722849
 662,1,11,dsp1_05,6.888556845
 662,1,12,dsp1_13,41.1214585
 662,1,13,dsp1_14,3.569788809
 662,1,14,dsp1_17,15.34530212
 662,1,15,dsp1_24,28.2472296
 662,1,16,dsp1_19,165.3960504
 662,1,17,dsp1_23,61.26763749
 662,1,18,dsp1_18,76.25469788
 662,1,19,dsp1_02,18.7
 662,1,20,dsp1_10,46.034309
 663,1,1,dsp1_03,56.11604501
 663,1,2,dsp1_13,28.8215585
 663,1,3,dsp1_11,88.45313695
 663,1,4,dsp1_04,69.64018783
 663,1,5,dsp1_18,37.95459788
 663,1,6,dsp1_08,50.29393067
 663,1,7,dsp1_02,70.3
 663,1,8,dsp1_06,18.77515838
 663,1,9,dsp1_21,86.82060338
 663,1,10,dsp1_24,134.3527704
 663,1,11,dsp1_17,22.35479788
 663,1,12,dsp1_23,108.7675375
 663,1,13,dsp1_09,50.91897579
 663,1,14,dsp1_16,36.39792519
 663,1,15,dsp1_10,149.465691
 663,1,16,dsp1_07,9.622771507
 663,1,17,dsp1_14,4.730211191
 663,1,18,dsp1_22,175.1520431
 663,1,19,dsp1_19,38.50392961
 663,1,20,dsp1_05,10.98855685
 664,1,1,dsp1_04,53.64018783
 664,1,2,dsp1_24,81.9472296
 664,1,3,dsp1_23,71.86753749
 664,1,4,dsp1_06,9.024841617
 664,1,5,dsp1_14,14.86978881
 664,1,6,dsp1_21,90.27939662
 664,1,7,dsp1_11,170.1468631
 664,1,8,dsp1_10,36.165751
 664,1,9,dsp1_19,20.10395961
 664,1,10,dsp1_18,62.75479788
 664,1,11,dsp1_07,59.22276151
 664,1,12,dsp1_03,46.91604501
 664,1,13,dsp1_08,1.00607933
 664,1,14,dsp1_22,57.35204312
 664,1,15,dsp1_09,4.918975793
 664,1,16,dsp1_16,31.70190481
 664,1,17,dsp1_17,43.85459788
 664,1,18,dsp1_05,17.58855685
 664,1,19,dsp1_02,31.8
 664,1,20,dsp1_13,67.2214585
 665,1,1,dsp1_23,17.93246251
 665,1,2,dsp1_10,53.365791
 665,1,3,dsp1_08,33.39393067
 665,1,4,dsp1_11,95.64696305
 665,1,5,dsp1_09,7.818975793
 665,1,6,dsp1_04,4.55971217
 665,1,7,dsp1_18,12.85469788
 665,1,8,dsp1_06,19.47515838
 665,1,9,dsp1_13,18.9214585
 665,1,10,dsp1_21,18.52050338
 665,1,11,dsp1_17,46.85469788
 665,1,12,dsp1_02,44
 665,1,13,dsp1_19,32.20392961
 665,1,14,dsp1_14,31.03021119
 665,1,15,dsp1_07,51.12278151
 665,1,16,dsp1_16,40.10200481
 665,1,17,dsp1_03,16.61604501
 665,1,18,dsp1_22,159.9479569
 665,1,19,dsp1_05,3.611443155
 665,1,20,dsp1_24,70.2527704
 666,0,1,dsp1_04,3.94018783
 666,0,2,dsp1_16,39.10190481
 666,0,3,dsp1_23,23.33236251
 666,0,4,dsp1_02,0.6
 666,0,5,dsp1_13,16.1214585
 666,0,6,dsp1_08,19.40607933
 666,0,7,dsp1_17,4.154697881
 666,0,8,dsp1_03,2.383854988
 666,0,9,dsp1_22,99.04795688
 666,0,10,dsp1_09,19.68102421
 666,0,11,dsp1_06,17.47515838
 666,0,12,dsp1_24,15.7472296
 666,0,13,dsp1_19,30.29605039
 666,0,14,dsp1_05,8.311443155
 666,0,15,dsp1_18,11.14527212
 666,0,16,dsp1_07,0.222771507
 666,0,17,dsp1_11,4.946843054
 666,0,18,dsp1_21,94.52060338
 666,0,19,dsp1_14,2.169788809
 666,0,20,dsp1_10,9.065790997
 667,0,1,dsp1_16,34.50198481
 667,0,2,dsp1_08,9.20607933
 667,0,3,dsp1_02,19
 667,0,4,dsp1_03,45.71594501
 667,0,5,dsp1_09,47.88112421
 667,0,6,dsp1_07,37.82277151
 667,0,7,dsp1_05,25.88855685
 667,0,8,dsp1_04,37.84018783
 667,0,9,dsp1_24,71.9472296
 667,0,10,dsp1_10,91.534209
 667,0,11,dsp1_21,124.2792966
 667,0,12,dsp1_14,11.06978881
 667,0,13,dsp1_19,29.50394961
 667,0,14,dsp1_22,30.25204312
 667,0,15,dsp1_13,79.3214585
 667,0,16,dsp1_17,45.75469788
 667,0,17,dsp1_18,44.65469788
 667,0,18,dsp1_23,98.06763749
 667,0,19,dsp1_11,106.8531369
 667,0,20,dsp1_06,33.97525838
 668,0,1,dsp1_07,55.52272151
 668,0,2,dsp1_02,8.4
 668,0,3,dsp1_09,5.080924207
 668,0,4,dsp1_19,15.80395961
 668,0,5,dsp1_14,5.469788809
 668,0,6,dsp1_22,3.947956877
 668,0,7,dsp1_05,7.288556845
 668,0,8,dsp1_04,15.65981217
 668,0,9,dsp1_13,39.0214585
 668,0,10,dsp1_24,29.6472296
 668,0,11,dsp1_06,22.77515838
 668,0,12,dsp1_10,12.665791
 668,0,13,dsp1_18,3.554597881
 668,0,14,dsp1_21,77.42070338
 668,0,15,dsp1_11,44.35312695
 668,0,16,dsp1_03,41.91594501
 668,0,17,dsp1_23,2.432362509
 668,0,18,dsp1_16,35.70196481
 668,0,19,dsp1_17,41.05459788
 668,0,20,dsp1_08,44.39390067
 669,0,1,dsp1_16,0.09802519
 669,0,2,dsp1_11,23.64686305
 669,0,3,dsp1_09,7.281024207
 669,0,4,dsp1_05,22.91144315
 669,0,5,dsp1_14,22.86988881
 669,0,6,dsp1_19,5.703929608
 669,0,7,dsp1_08,18.29393967
 669,0,8,dsp1_10,16.865791
 669,0,9,dsp1_07,21.72277151
 669,0,10,dsp1_06,11.72484162
 669,0,11,dsp1_13,13.1214585
 669,0,12,dsp1_02,1.1
 669,0,13,dsp1_21,94.02060338
 669,0,14,dsp1_23,29.06763749
 669,0,15,dsp1_17,7.745302119
 669,0,16,dsp1_18,13.04531212
 669,0,17,dsp1_22,95.54795688
 669,0,18,dsp1_04,7.05981217
 669,0,19,dsp1_24,9.252770397
 669,0,20,dsp1_03,7.616045012
 670,0,1,dsp1_23,122.1676375
 670,0,2,dsp1_16,52.90199481
 670,0,3,dsp1_02,17.5
 670,0,4,dsp1_05,9.011443155
 670,0,5,dsp1_13,21.0214585
 670,0,6,dsp1_14,1.869788809
 670,0,7,dsp1_11,94.75313695
 670,0,8,dsp1_24,33.4472296
 670,0,9,dsp1_04,3.64018783
 670,0,10,dsp1_09,50.48102421
 670,0,11,dsp1_07,23.12277151
 670,0,12,dsp1_03,42.91604501
 670,0,13,dsp1_19,57.89605039
 670,0,14,dsp1_08,42.49391067
 670,0,15,dsp1_10,60.965791
 670,0,16,dsp1_21,144.9206034
 670,0,17,dsp1_18,13.05469788
 670,0,18,dsp1_06,15.62484162
 670,0,19,dsp1_17,11.05469788
 670,0,20,dsp1_22,38.54795688